Name,Score,Polarity
LYLT,0.515497076,Positive
LYTS,0.533495146,Positive
LYV,0.521794872,Positive
LZ,0.543491124,Positive
LZB,0.538157895,Positive
M,0.532352941,Positive
MA,0.549328859,Positive
MAC,0.480065359,Negative
MAIN,0.531278539,Positive
MANH,0.586507937,Positive
MANT,0.535057471,Positive
MANU,0.553553299,Positive
MAPS,0.482460733,Negative
MAR,0.555555556,Positive
MARA,0.469277108,Negative
MARK,0.524418605,Positive
MASI,0.529227053,Positive
MASS,0.472485207,Negative
MAT,0.447029703,Negative
MATV,0.542307692,Positive
MATW,0.46595092,Negative
MATX,0.364285714,Negative
MAX,0.536666667,Positive
MAXN,0.474324324,Negative
MAXR,0.558602151,Positive
MBC,0.502272727,Positive
MBII,0.469277108,Negative
MBLY,0.528306878,Positive
MBRX,0.486601307,Negative
MBT,0.49375,Negative
MBUU,0.526712329,Positive
MBWM,0.520588235,Positive
MC,0.4375,Negative
MCD,0.516666667,Positive
MCFT,0.473129252,Negative
MCG,0.587172775,Positive
MCHP,0.37611465,Negative
MCHX,0.568918919,Positive
MCO,0.436982249,Negative
MCRB,0.590217391,Positive
MCS,0.55,Positive
MD,0.526404494,Positive
MDGL,0.566129032,Positive
MDLA,0.459248555,Negative
MDLZ,0.513636364,Positive
MDRX,0.513874346,Positive
MDT,0.538297872,Positive
MDU,0.508108108,Positive
MDVL,0.488323353,Negative
MDWD,0.549441341,Positive
MDWT,0.570454545,Positive
MDXG,0.523493976,Positive
ME,0.520466321,Positive
MEC,0.514705882,Positive
MED,0.532653061,Positive
MEDP,0.469587629,Negative
MEDS,0.404010695,Negative
MEIP,0.509060403,Positive
MELI,0.534210526,Positive
MEOH,0.5,Positive
MERC,0.508823529,Positive
MET,0.461827957,Negative
META,0.530434783,Positive
METC,0.514516129,Positive
MFC,0.481395349,Negative
MFG,0.472222222,Negative
MFGP,0.513387978,Positive
MFIN,0.476815642,Negative
MG,0.487563452,Negative
MGA,0.485443038,Negative
MGIC,0.463333333,Negative
MGNI,0.513636364,Positive
MGNX,0.456818182,Negative
MGPI,0.526404494,Positive
MGRC,0.55070922,Positive
MHK,0.469148936,Negative
MICS,0.538297872,Positive
MIDD,0.541025641,Positive
MIGI,0.538235294,Positive
MIME,0.565,Positive
MIND,0.35952381,Negative
MINM,0.524285714,Positive
MIR,0.524172185,Positive
MIRM,0.562408759,Positive
MIRO,0.486363636,Negative
MITK,0.493434343,Negative
MITT,0.465384615,Negative
MIXT,0.536178862,Positive
MKC,0.522246696,Positive
MKFG,0.484146341,Negative
MKL,0.414150943,Negative
MKSI,0.484355828,Negative
MKTW,0.484319527,Negative
MKTX,0.549038462,Positive
ML,0.500828729,Positive
MLCO,0.52283237,Positive
MLHR,0.517132867,Positive
MLKN,0.485294118,Negative
MLM,0.534146341,Positive
MLNK,0.586893204,Positive
MLR,0.473529412,Negative
MMAT,0.515671642,Positive
MMI,0.460810811,Negative
MMLP,0.421812081,Negative
MMMB,0.532022472,Positive
MMS,0.547590361,Positive
MMSI,0.491059603,Negative
MMYT,0.442899408,Negative
MN,0.489378238,Negative
MNDY,0.577884615,Positive
MNKD,0.508024691,Positive
MNMD,0.390540541,Negative
MNRL,0.491269841,Negative
MNRO,0.455263158,Negative
MNSO,0.444871795,Negative
MNST,0.466176471,Negative
MNTK,0.435123967,Negative
MNTS,0.45625,Negative
MNTV,0.567431193,Positive
MNTX,0.546969697,Positive
MOD,0.47967033,Negative
MODG,0.571875,Positive
MODN,0.57746114,Positive
MODV,0.563978495,Positive
MOFG,0.559090909,Positive
MOGO,0.566230366,Positive
MOGU,0.52962963,Positive
MOH,0.502272727,Positive
MOLN,0.441666667,Negative
MOMO,0.489779006,Negative
MOND,0.541156463,Positive
MOR,0.551408451,Positive
MOS,0.487988827,Negative
MOTS,0.561111111,Positive
MOV,0.512385321,Positive
MOVE,0.539570552,Positive
MP,0.536486486,Positive
MPAA,0.422972973,Negative
MPC,0.515853659,Positive
MPLN,0.406578947,Negative
MPLX,0.53700565,Positive
MPW,0.466455696,Negative
MPWR,0.512275449,Positive
MPX,0.416467066,Negative
MQ,0.51631016,Positive
MRAI,0.451242236,Negative
MRAM,0.538268156,Positive
MRC,0.465642458,Negative
MRCC,0.494036697,Negative
MRCY,0.494155844,Negative
MRIN,0.483333333,Negative
MRK,0.409825328,Negative
MRNA,0.447385621,Negative
MRNS,0.490764331,Negative
MRO,0.531188119,Positive
MRSN,0.430346821,Negative
MRTX,0.456451613,Negative
MRVI,0.518055556,Positive
MRVL,0.545522388,Positive
MSA,0.490816327,Negative
MSBI,0.521921182,Positive
MSCI,0.526190476,Positive
MSFT,0.524074074,Positive
MSGM,0.500340136,Positive
MSGN,0.60483871,Positive
MSGS,0.58220339,Positive
MSI,0.562790698,Positive
MSM,0.517132867,Positive
MSPR,0.398344371,Negative
MSTR,0.498167539,Negative
MTB,0.45141844,Negative
MTBC,0.574528302,Positive
MTCH,0.514864865,Positive
MTD,0.553225806,Positive
MTDR,0.550621118,Positive
MTG,0.420833333,Negative
MTH,0.448780488,Negative
MTLS,0.503932584,Positive
MTN,0.5625,Positive
MTOR,0.524172185,Positive
MTRN,0.582960894,Positive
MTTR,0.515591398,Positive
MTW,0.490490798,Negative
MTX,0.519565217,Positive
MTZ,0.510335196,Positive
MU,0.473863636,Negative
MUFG,0.446296296,Negative
MUR,0.52755102,Positive
MUSA,0.491530055,Negative
MUX,0.404189944,Negative
MVIS,0.530681818,Positive
MVST,0.492105263,Negative
MWA,0.50620915,Positive
MX,0.442134831,Negative
MXCT,0.584010152,Positive
MXL,0.508585859,Positive
MYE,0.549408284,Positive
MYFW,0.538888889,Positive
MYGN,0.53,Positive
MYNA,0.574657534,Positive
MYOV,0.497058824,Negative
MYPS,0.564285714,Positive
MYRG,0.556077348,Positive
MYTE,0.530530973,Positive
NA,0.486879433,Negative
NAAS,0.487837838,Negative
NABL,0.54673913,Positive
NAPA,0.56509434,Positive
NARI,0.511386139,Positive
NAT,0.506382979,Positive
NATI,0.478025478,Negative
NATR,0.465920398,Negative
NAUT,0.559090909,Positive
NAVI,0.505614973,Positive
NBIX,0.492105263,Negative
NBN,0.487037037,Negative
NBR,0.453278689,Negative
NBRV,0.559090909,Positive
NBTB,0.542405063,Positive
NBTX,0.470512821,Negative
NC,0.562087912,Positive
NCMI,0.516242038,Positive
NCNO,0.546039604,Positive
NCR,0.516666667,Positive
NCSM,0.501851852,Positive
NDAQ,0.51631016,Positive
NDLS,0.566129032,Positive
NDRA,0.577777778,Positive
NDSN,0.572330097,Positive
NE,0.45,Negative
NEE,0.567030568,Positive
NEM,0.495679012,Negative
NEO,0.556976744,Positive
NEOG,0.577884615,Positive
NEON,0.472368421,Negative
NEPH,0.465384615,Negative
NEPT,0.508757062,Positive
NERV,0.448742138,Negative
NETI,0.534393064,Positive
NEU,0.527419355,Positive
NEWR,0.548058252,Positive
NEWT,0.547142857,Positive
NEX,0.495744681,Negative
NFE,0.560344828,Positive
NFG,0.532352941,Positive
NFLX,0.54010989,Positive
NG,0.52027027,Positive
NGG,0.514705882,Positive
NGL,0.44787234,Negative
NGMS,0.571428571,Positive
NGS,0.460526316,Negative
NGVT,0.498837209,Negative
NH,0.481081081,Negative
NHI,0.524213836,Positive
NHTC,0.575714286,Positive
NI,0.50620915,Positive
NICE,0.575373134,Positive
NINE,0.434313725,Negative
NIO,0.447546012,Negative
NIU,0.504545455,Positive
NJR,0.559677419,Positive
NKE,0.515284974,Positive
NKLA,0.548203593,Positive
NKTR,0.537417219,Positive
NLOK,0.53125,Positive
NLS,0.513874346,Positive
NLTX,0.514661654,Positive
NLY,0.483333333,Negative
NM,0.371428571,Negative
NMFC,0.448165138,Negative
NMIH,0.495238095,Negative
NMM,0.418656716,Negative
NMR,0.442349727,Negative
NMRK,0.495303867,Negative
NMTC,0.356766917,Negative
NN,0.50625,Positive
NNBR,0.457486631,Negative
NNDM,0.451136364,Negative
NNN,0.469148936,Negative
NNOX,0.534892086,Positive
NOA,0.507142857,Positive
NOAH,0.523563218,Positive
NOC,0.488541667,Negative
NOG,0.543401015,Positive
NOK,0.533597884,Positive
NOMD,0.470809249,Negative
NOV,0.432828283,Negative
NOVA,0.439473684,Negative
NOVN,0.528205128,Positive
NOVT,0.425280899,Negative
NOW,0.544472362,Positive
NP,0.564027149,Positive
NPCE,0.518421053,Positive
NPO,0.535135135,Positive
NRC,0.597368421,Positive
NRDS,0.579577465,Positive
NRDY,0.553409091,Positive
NREF,0.500931677,Positive
NRG,0.509459459,Positive
NRGV,0.518571429,Positive
NRP,0.424193548,Negative
NRUC,0.462903226,Negative
NRXP,0.320658683,Negative
NRZ,0.52012987,Positive
NS,0.490764331,Negative
NSA,0.477380952,Negative
NSC,0.511702128,Positive
NSIT,0.461594203,Negative
NSP,0.509296482,Positive
NSPR,0.471428571,Negative
NSSC,0.382984293,Negative
NSTG,0.520748299,Positive
NSYS,0.461926606,Negative
NTAP,0.546551724,Positive
NTB,0.54017341,Positive
NTCO,0.481521739,Negative
NTCT,0.564285714,Positive
NTES,0.544736842,Positive
NTGR,0.454733728,Negative
NTIC,0.500649351,Positive
NTLA,0.479931973,Negative
NTNX,0.532022472,Positive
NTRA,0.463953488,Negative
NTRS,0.502040816,Positive
NTST,0.502760736,Positive
NTZ,0.515497076,Positive
NURO,0.33,Negative
NUS,0.509459459,Positive
NUVA,0.538297872,Positive
NUWE,0.435714286,Negative
NVAX,0.521165644,Positive
NVCN,0.460810811,Negative
NVCR,0.371311475,Negative
NVDA,0.572535211,Positive
NVEC,0.506287425,Positive
NVEE,0.528306878,Positive
NVEI,0.582642487,Positive
NVGS,0.494155844,Negative
NVMI,0.48625731,Negative
NVO,0.532926829,Positive
NVRO,0.452325581,Negative
NVS,0.534615385,Positive
NVT,0.564572864,Positive
NVTA,0.525776398,Positive
NVTS,0.519565217,Positive
NVVE,0.58125,Positive
NWE,0.514516129,Positive
NWL,0.503403141,Positive
NWPX,0.42540107,Negative
NWSA,0.462834225,Negative
NX,0.481578947,Negative
NXGN,0.574324324,Positive
NXPI,0.430346821,Negative
NXRT,0.493971631,Negative
NXST,0.502272727,Positive
NYC,0.47967033,Negative
NYCB,0.535869565,Positive
NYMT,0.47208589,Negative
NYT,0.581428571,Positive
NYXH,0.520503597,Positive
O,0.51746988,Positive
OABI,0.586416185,Positive
OAS,0.541625616,Positive
OB,0.488383838,Negative
OBLG,0.425,Negative
OBNK,0.558256881,Positive
OBSV,0.436666667,Negative
OC,0.492465753,Negative
OCC,0.504700855,Positive
OCDX,0.495410628,Negative
OCFC,0.496938776,Negative
OCGN,0.438990826,Negative
OCN,0.498837209,Negative
OCSL,0.494221106,Negative
OCUL,0.463793103,Negative
OCX,0.490277778,Negative
ODC,0.542857143,Positive
ODFL,0.580232558,Positive
ODP,0.591176471,Positive
OEC,0.505614973,Positive
OEG,0.534057971,Positive
OESX,0.537573964,Positive
OFC,0.476589595,Negative
OFG,0.52654321,Positive
OFIX,0.548550725,Positive
OFS,0.495714286,Negative
OGE,0.537029289,Positive
OHI,0.492857143,Negative
OI,0.560526316,Positive
OIG,0.411006289,Negative
OII,0.534353741,Positive
OIIM,0.497133758,Negative
OKTA,0.598113208,Positive
OLB,0.445031056,Negative
OLED,0.558450704,Positive
OLLI,0.486065574,Negative
OLN,0.485164835,Negative
OLO,0.542156863,Positive
OLPX,0.505491329,Positive
OM,0.508695652,Positive
OMAB,0.579487179,Positive
OMC,0.491176471,Negative
OMCL,0.548809524,Positive
OMER,0.433333333,Negative
OMIC,0.549224806,Positive
OMQS,0.559574468,Positive
ON,0.500299401,Positive
ONB,0.499765258,Negative
ONCT,0.518055556,Positive
ONCY,0.293192488,Negative
ONDS,0.531987578,Positive
ONEM,0.562087912,Positive
ONEW,0.523493976,Positive
ONL,0.517924528,Positive
ONON,0.545027624,Positive
ONTO,0.495744681,Negative
ONTX,0.306626506,Negative
OPAL,0.541891892,Positive
OPCH,0.552061856,Positive
OPEN,0.498837209,Negative
OPFI,0.498167539,Negative
OPGN,0.526106195,Positive
OPI,0.475242718,Negative
OPK,0.42540107,Negative
OPNT,0.472222222,Negative
OPRA,0.536904762,Positive
OPRT,0.48908046,Negative
OPRX,0.532978723,Positive
OPTN,0.549441341,Positive
OR,0.564438503,Positive
ORA,0.534892086,Positive
ORC,0.377272727,Negative
ORCC,0.484196891,Negative
ORGN,0.5625,Positive
ORGO,0.551960784,Positive
ORGS,0.522928177,Positive
ORI,0.331818182,Negative
ORLY,0.500961538,Positive
ORN,0.513636364,Positive
ORTX,0.563793103,Positive
OSBC,0.477272727,Negative
OSG,0.466037736,Negative
OSH,0.538888889,Positive
OSIS,0.54047619,Positive
OSK,0.512944162,Positive
OSPN,0.485978836,Negative
OSS,0.47278481,Negative
OSTK,0.523831776,Positive
OSUR,0.534615385,Positive
OSW,0.541752577,Positive
OTEX,0.578571429,Positive
OTIC,0.478025478,Negative
OTIS,0.558496732,Positive
OTLY,0.466216216,Negative
OTMO,0.488028169,Negative
OTRK,0.538888889,Positive
OTTR,0.525,Positive
OUST,0.551408451,Positive
OUT,0.536075949,Positive
OVV,0.569753086,Positive
OWL,0.529781421,Positive
OWLT,0.546174863,Positive
OXBR,0.407281553,Negative
OXLC,0.479931973,Negative
OXM,0.543333333,Positive
OXSQ,0.563793103,Positive
OXY,0.509649123,Positive
OYST,0.59,Positive
OZK,0.542307692,Positive
PAA,0.497682119,Negative
PAAS,0.49,Negative
PACB,0.501351351,Positive
PACK,0.368085106,Negative
PACW,0.52244898,Positive
PAG,0.525,Positive
PAGS,0.49057971,Negative
PAHC,0.500515464,Positive
PALT,0.417741935,Negative
PANL,0.469354839,Negative
PAR,0.527094972,Positive
PARA,0.554761905,Positive
PARR,0.49375,Negative
PASG,0.48125,Negative
PATH,0.556832298,Positive
PATI,0.31507177,Negative
PATK,0.550584795,Positive
PAVM,0.545424837,Positive
PAX,0.52654321,Positive
PAY,0.55625,Positive
PAYA,0.567695473,Positive
PAYC,0.521212121,Positive
PAYO,0.604773869,Positive
PAYS,0.513013699,Positive
PAYX,0.55960452,Positive
PBA,0.525706215,Positive
PBF,0.419230769,Negative
PBFX,0.541025641,Positive
PBH,0.567525773,Positive
PBI,0.479015544,Negative
PBLA,0.365517241,Negative
PBPB,0.596859903,Positive
PBR,0.520786517,Positive
PBYI,0.362121212,Negative
PCAR,0.558163265,Positive
PCH,0.413513514,Negative
PCOM,0.532352941,Positive
PCOR,0.555829596,Positive
PCRX,0.36957672,Negative
PCSA,0.355128205,Negative
PCT,0.528205128,Positive
PCTI,0.532352941,Positive
PCTY,0.580851064,Positive
PCVX,0.55797546,Positive
PCYG,0.435276074,Negative
PCYO,0.540322581,Positive
PDCE,0.531443299,Positive
PDCO,0.526623377,Positive
PDD,0.607746479,Positive
PDFS,0.511111111,Positive
PDM,0.535350318,Positive
PDS,0.487988827,Negative
PDSB,0.333417085,Negative
PEAK,0.495303867,Negative
PEAR,0.558536585,Positive
PEBO,0.555405405,Positive
PECO,0.531355932,Positive
PEG,0.503932584,Positive
PEGA,0.540243902,Positive
PEGY,0.519346734,Positive
PEI,0.495360825,Negative
PEN,0.536010363,Positive
PENN,0.551234568,Positive
PEP,0.589814815,Positive
PEPG,0.58442623,Positive
PERI,0.5842723,Positive
PESI,0.323913043,Negative
PET,0.533838384,Positive
PETQ,0.531578947,Positive
PETS,0.556077348,Positive
PETV,0.582835821,Positive
PEV,0.431456954,Negative
PFBC,0.501190476,Positive
PFC,0.512244898,Positive
PFG,0.499462366,Negative
PFGC,0.557216495,Positive
PFHC,0.545705521,Positive
PFHD,0.548734177,Positive
PFIE,0.493049327,Negative
PFIN,0.459815951,Negative
PFLT,0.537640449,Positive
PFMT,0.589226519,Positive
PFS,0.525,Positive
PFSI,0.534353741,Positive
PFSW,0.565966387,Positive
PG,0.552325581,Positive
PGEN,0.454733728,Negative
PGNY,0.528947368,Positive
PGR,0.458917197,Negative
PGRE,0.486065574,Negative
PGRU,0.583035714,Positive
PGTI,0.509756098,Positive
PGY,0.557407407,Positive
PH,0.540710383,Positive
PHG,0.539423077,Positive
PHI,0.540322581,Positive
PHM,0.481460674,Negative
PHR,0.568367347,Positive
PHUN,0.552173913,Positive
PHX,0.538324873,Positive
PI,0.486734694,Negative
PIII,0.506435644,Positive
PIK,0.546774194,Positive
PINC,0.557284768,Positive
PINE,0.487438424,Negative
PING,0.547590361,Positive
PIPR,0.52804878,Positive
PIRS,0.463333333,Negative
PKE,0.304255319,Negative
PKG,0.498275862,Negative
PKI,0.494594595,Negative
PKOH,0.477027027,Negative
PKX,0.392424242,Negative
PLAB,0.42124183,Negative
PLAN,0.529781421,Positive
PLAY,0.55,Positive
PLBY,0.51,Positive
PLCE,0.553225806,Positive
PLMR,0.346808511,Negative
PLNT,0.556077348,Positive
PLOW,0.507843137,Positive
PLSE,0.502631579,Positive
PLT,0.462182741,Negative
PLTK,0.567073171,Positive
PLTR,0.409776536,Negative
PLUG,0.5125,Positive
PLUS,0.528640777,Positive
PLXP,0.454878049,Negative
PLXS,0.526470588,Positive
PLYA,0.480687831,Negative
PLYM,0.511313869,Positive
PM,0.537804878,Positive
PMTS,0.58902439,Positive
PNC,0.32816092,Negative
PNFP,0.503658537,Positive
PNM,0.517816092,Positive
PNNT,0.48919598,Negative
PNR,0.544179894,Positive
PNTG,0.615811966,Positive
PNW,0.525621891,Positive
POAI,0.453680982,Negative
POCI,0.499056604,Negative
PODD,0.539655172,Positive
POLY,0.460810811,Negative
POOL,0.479268293,Negative
POR,0.549521531,Positive
POSH,0.530208333,Positive
POWI,0.47183908,Negative
POWL,0.532051282,Positive
POWW,0.402747253,Negative
PPBI,0.547727273,Positive
PPC,0.477586207,Negative
PPG,0.514197531,Positive
PPL,0.581677019,Positive
PPSI,0.480882353,Negative
PR,0.562844037,Positive
PRA,0.394897959,Negative
PRAA,0.462121212,Negative
PRAX,0.506321839,Positive
PRCH,0.491530055,Negative
PRCT,0.557142857,Positive
PRDO,0.546551724,Positive
PRFT,0.531773399,Positive
PRG,0.452325581,Negative
PRGO,0.423006135,Negative
PRI,0.487837838,Negative
PRIM,0.491530055,Negative
PRM,0.41097561,Negative
PRMW,0.6,Positive
PRO,0.553061224,Positive
PROC,0.503535354,Positive
PROF,0.534146341,Positive
PRPH,0.404601227,Negative
PRPL,0.402252252,Negative
PRPO,0.539502762,Positive
PRSO,0.49375,Negative
PRTA,0.480188679,Negative
PRTH,0.519791667,Positive
PRTK,0.551960784,Positive
PRTS,0.490659341,Negative
PRTY,0.482402235,Negative
PRU,0.507954545,Positive
PRVA,0.530503145,Positive
PRVB,0.593820225,Positive
PSA,0.459782609,Negative
PSB,0.536666667,Positive
PSEC,0.44245283,Negative
PSFE,0.582989691,Positive
PSMT,0.482298137,Negative
PSN,0.521921182,Positive
PSNL,0.246774194,Negative
PSNY,0.526623377,Positive
PSTG,0.480601093,Negative
PSTL,0.437671233,Negative
PSTV,0.467708333,Negative
PSX,0.512857143,Positive
PTCT,0.546969697,Positive
PTE,0.516666667,Positive
PTEN,0.418361582,Negative
PTLO,0.547058824,Positive
PTMN,0.491726619,Negative
PTNR,0.574657534,Positive
PTR,0.510103627,Positive
PTRA,0.391758242,Negative
PTVE,0.488323353,Negative
PUBM,0.533597884,Positive
PUK,0.556077348,Positive
PUMP,0.581372549,Positive
PUYI,0.595273632,Positive
PVH,0.52745098,Positive
PWFL,0.511244019,Positive
PWP,0.51440678,Positive
PWR,0.543258427,Positive
PWSC,0.58442623,Positive
PXD,0.614285714,Positive
PXLW,0.478220859,Negative
PXS,0.448561151,Negative
PYCR,0.578961749,Positive
PYPD,0.484782609,Negative
PYPL,0.550943396,Positive
PYR,0.444871795,Negative
PZN,0.544736842,Positive
PZZA,0.545833333,Positive
QADA,0.576829268,Positive
QBTS,0.501282051,Positive
QCOM,0.480985915,Negative
QCRH,0.578571429,Positive
QD,0.556040268,Positive
QDEL,0.523096447,Positive
QFIN,0.52037037,Positive
QGEN,0.572651934,Positive
QH,0.491059603,Negative
QIPT,0.561564626,Positive
QLYS,0.524285714,Positive
QMCO,0.38006135,Negative
QNGY,0.485106383,Negative
QNRX,0.5,Positive
QNST,0.42027027,Negative
QRHC,0.479059829,Negative
QRTEA,0.453278689,Negative
QRVO,0.536363636,Positive
QS,0.555325444,Positive
QSI,0.578571429,Positive
QTEK,0.523134328,Positive
QTNT,0.576829268,Positive
QTRX,0.497826087,Negative
QTWO,0.545604396,Positive
QUIK,0.532022472,Positive
QUMU,0.527300613,Positive
QUOT,0.502459016,Positive
R,0.545833333,Positive
RACE,0.485227273,Negative
RAD,0.496153846,Negative
RADA,0.456818182,Negative
RADI,0.439115646,Negative
RAIL,0.490909091,Negative
RAIN,0.413975155,Negative
RAMP,0.543939394,Positive
RAND,0.507954545,Positive
RANI,0.553409091,Positive
RARE,0.550763359,Positive
RBB,0.470224719,Negative
RBBN,0.563043478,Positive
RBC,0.440849673,Negative
RBLX,0.607446809,Positive
RBOT,0.517549669,Positive
RBT,0.44,Negative
RC,0.566666667,Positive
RCAT,0.50380117,Positive
RCEL,0.488709677,Negative
RCI,0.52431694,Positive
RCII,0.442682927,Negative
RCKY,0.445454545,Negative
RCM,0.559090909,Positive
RCMT,0.592857143,Positive
RCRT,0.488888889,Negative
RDCM,0.540688259,Positive
RDFN,0.356896552,Negative
RDHL,0.486065574,Negative
RDI,0.40974026,Negative
RDN,0.451242236,Negative
RDNT,0.426397516,Negative
RDUS,0.534393064,Positive
RDVT,0.49516129,Negative
RDW,0.519318182,Positive
RDWR,0.533495146,Positive
RDY,0.535057471,Positive
RE,0.492105263,Negative
REAL,0.533597884,Positive
REAX,0.493575419,Negative
REE,0.480985915,Negative
REED,0.451886792,Negative
REFI,0.506382979,Positive
REFR,0.51631016,Positive
REG,0.529581152,Positive
REGN,0.473232323,Negative
REKR,0.564438503,Positive
RELI,0.573976608,Positive
RELX,0.523015873,Positive
RELY,0.525536481,Positive
RENT,0.547849462,Positive
RERE,0.543048128,Positive
RETA,0.473943662,Negative
REV,0.487037037,Negative
REVG,0.463953488,Negative
REX,0.477777778,Negative
REYN,0.459782609,Negative
REZI,0.555027933,Positive
RFIL,0.463397129,Negative
RFP,0.515168539,Positive
RGA,0.501851852,Positive
RGCO,0.531987578,Positive
RGEN,0.48030303,Negative
RGF,0.460945274,Negative
RGLD,0.52037037,Positive
RGLS,0.434482759,Negative
RGNX,0.496153846,Negative
RGR,0.473529412,Negative
RGS,0.513354037,Positive
RGTI,0.547435897,Positive
RH,0.435276074,Negative
RHI,0.467204301,Negative
RHP,0.555882353,Positive
RIBT,0.386585366,Negative
RICK,0.518263473,Positive
RIDE,0.528787879,Positive
RIG,0.511538462,Positive
RIGL,0.566666667,Positive
RILY,0.510103627,Positive
RIO,0.519346734,Positive
RITM,0.511111111,Positive
RIVN,0.550621118,Positive
RJF,0.553846154,Positive
RKDA,0.478571429,Negative
RKLB,0.448780488,Negative
RKLY,0.536363636,Positive
RKT,0.575465839,Positive
RL,0.557216495,Positive
RLGY,0.5,Positive
RLJ,0.525,Positive
RLMD,0.417676768,Negative
RLX,0.415517241,Negative
RM,0.476732673,Negative
RMAX,0.572222222,Positive
RMBL,0.443103448,Negative
RMBS,0.52804878,Positive
RMCF,0.479145729,Negative
RMD,0.494221106,Negative
RMNI,0.483333333,Negative
RMO,0.547435897,Positive
RMR,0.566083916,Positive
RMTI,0.52434555,Positive
RNG,0.559090909,Positive
RNGR,0.506435644,Positive
RNLX,0.509550562,Positive
RNR,0.379468599,Negative
RNST,0.488709677,Negative
RNW,0.528980892,Positive
RNWK,0.15,Negative
ROAD,0.565343915,Positive
ROCC,0.525598086,Positive
ROCK,0.562790698,Positive
ROIC,0.441208791,Negative
ROIV,0.522222222,Positive
ROK,0.577631579,Positive
ROKU,0.512745098,Positive
ROL,0.556976744,Positive
ROOT,0.341099476,Negative
ROP,0.532926829,Positive
ROST,0.554255319,Positive
ROVR,0.538235294,Positive
RPAY,0.563461538,Positive
RPD,0.494086022,Negative
RPID,0.406756757,Negative
RPM,0.490490798,Negative
RPRX,0.525,Positive
RPT,0.4625,Negative
RRC,0.548477157,Positive
RRGB,0.604545455,Positive
RRR,0.582885906,Positive
RRX,0.512745098,Positive
RS,0.503773585,Positive
RSG,0.516242038,Positive
RSI,0.545522388,Positive
RSKD,0.527192982,Positive
RSLS,0.506435644,Positive
RSSS,0.50380117,Positive
RSVR,0.589393939,Positive
RTL,0.532022472,Positive
RTLR,0.530952381,Positive
RTX,0.535057471,Positive
RUM,0.584065934,Positive
RUN,0.57173913,Positive
RUSHA,0.493373494,Negative
RUTH,0.588271605,Positive
RVLP,0.532978723,Positive
RVLV,0.51631016,Positive
RVMD,0.26452514,Negative
RVNC,0.572619048,Positive
RWAY,0.524371859,Positive
RWLK,0.553614458,Positive
RWT,0.51746988,Positive
RXO,0.572330097,Positive
RXST,0.447297297,Negative
RXT,0.485365854,Negative
RY,0.488888889,Negative
RYAAY,0.38255814,Negative
RYAM,0.502791878,Positive
RYAN,0.507142857,Positive
RYI,0.495679012,Negative
RYN,0.488235294,Negative
RYTM,0.477160494,Negative
S,0.542857143,Positive
SABR,0.537640449,Positive
SAGE,0.535,Positive
SAH,0.477777778,Negative
SAIA,0.538268156,Positive
SAIC,0.559090909,Positive
SALM,0.456060606,Negative
SAM,0.458743169,Negative
SAMG,0.535350318,Positive
SAN,0.477411168,Negative
SAND,0.47183908,Negative
SANM,0.548617512,Positive
SANW,0.441907514,Negative
SAP,0.569642857,Positive
SAR,0.511878453,Positive
SASI,0.543617021,Positive
SASR,0.4625,Negative
SATS,0.544736842,Positive
SAVE,0.411363636,Negative
SB,0.458988764,Negative
SBAC,0.530681818,Positive
SBCF,0.525647668,Positive
SBET,0.483333333,Negative
SBFG,0.546373057,Positive
SBGI,0.463664596,Negative
SBH,0.496153846,Negative
SBLK,0.385849057,Negative
SBNY,0.506353591,Positive
SBOW,0.464814815,Negative
SBRA,0.493373494,Negative
SBS,0.519863014,Positive
SBSI,0.563978495,Positive
SBUX,0.57195122,Positive
SC,0.506410256,Positive
SCHL,0.495,Negative
SCHN,0.484482759,Negative
SCI,0.462182741,Negative
SCKT,0.49,Negative
SCL,0.477777778,Negative
SCM,0.5,Positive
SCOR,0.58877551,Positive
SCPH,0.401445087,Negative
SCPL,0.585897436,Positive
SCS,0.538888889,Positive
SCSC,0.530952381,Positive
SCU,0.478054299,Negative
SCVL,0.562790698,Positive
SCWX,0.519158879,Positive
SCYX,0.522483221,Positive
SDC,0.492767296,Negative
SDGR,0.574050633,Positive
SDIG,0.479787234,Negative
SDRL,0.4625,Negative
SEAC,0.545424837,Positive
SEAS,0.577272727,Positive
SEAT,0.55625,Positive
SEDG,0.403424658,Negative
SEE,0.571686747,Positive
SEED,0.485164835,Negative
SEER,0.546551724,Positive
SEIC,0.57039801,Positive
SELB,0.553614458,Positive
SEM,0.443103448,Negative
SEMR,0.524251497,Positive
SERA,0.480409357,Negative
SES,0.55625,Positive
SEV,0.523493976,Positive
SEVN,0.541719745,Positive
SF,0.547959184,Positive
SFBS,0.540052356,Positive
SFE,0.442134831,Negative
SFET,0.507142857,Positive
SFIX,0.538268156,Positive
SFL,0.434810127,Negative
SFM,0.573497268,Positive
SFNC,0.538297872,Positive
SFT,0.430487805,Negative
SG,0.569786096,Positive
SGA,0.532352941,Positive
SGBX,0.38255814,Negative
SGC,0.512433862,Positive
SGEN,0.453191489,Negative
SGFY,0.55052356,Positive
SGH,0.549328859,Positive
SGHC,0.507142857,Positive
SGHT,0.54673913,Positive
SGLB,0.560179641,Positive
SGMO,0.463793103,Negative
SGRP,0.533333333,Positive
SGRY,0.568367347,Positive
